Farmer_ID,Application_Date,Age,Gender,Education_Level,Marital_Status,Family_Size,Dependents,Farming_Experience_Years,State,District,Farm_Size_Acres,Land_Ownership,Soil_Type,Soil_Quality_Index,Irrigation_Availability,Primary_Crop,Secondary_Crop,Annual_Rainfall_mm,Average_Temperature_C,Humidity_Percent,Flood_Risk,Drought_Risk,Cyclone_Risk,Pest_Risk,Weather_Risk_Index,Climate_Zone,Average_Yield_Last3Years_TonsPerAcre,Crop_Insurance,Government_Subsidy,MSP_Eligible,Annual_Farm_Income,Annual_Farm_Expenses,Tractor_Ownership,Farm_Equipment_Value,Livestock_Count,Asset_Value,Liability_Value,Savings,Bank_Balance,Credit_Score,Existing_Loan_Count,Existing_Loan_Amount,Previous_Default,Repayment_History_Score,Debt_to_Income_Ratio,Loan_Amount_Requested,Loan_Purpose,Interest_Rate_Percent,Loan_Tenure_Months,EMI,Income_Stability_Index,Farm_Productivity_Index,Climate_Risk_Index,Financial_Health_Index,Loan_Affordability_Index,Asset_Strength_Index,Overall_Risk_Factor,Risk_Score,Loan_Status,Application_year,Application_month,Application_day
AGR113425,2023-11-06,55.0,Male,Graduate,Single,2.0,1.0,35.0,Rajasthan,Udaipur,5.62,Owned,Arid,26.6,,Bajra,Wheat,625.1,24.4,19.6,,,,Medium,45.0,Arid,3.16,,,,161651.0,78875.0,,747522.0,4.0,948173.0,301838.0,24163.0,2969.0,426.0,0.0,0.0,,73.6,0.187,100475.0,Storage,13.73,12.0,9008.51,53.7,36.0,52.5,68.9,36.4,52.5,73.6,29.8,Rejected,2023,11,6
AGR108062,2022-03-15,70.0,Female,Secondary,Married,5.0,3.0,55.0,Karnataka,Belagavi,2.61,Owned,Laterite,57.9,,Coffee,Maize,67.83,29.2,43.2,,,,Low,18.3,Semi-Arid,3.72,,,,251099.0,135349.0,Unknown,132343.0,6.0,255472.0,107628.0,56984.0,20570.0,480.0,2.0,48002.0,,87.0,0.234,29822.0,Fertilizer,13.4,48.0,806.05,69.9,59.3,12.5,69.6,72.1,55.0,54.9,42.1,Approved with Conditions,2022,3,15
AGR108499,2025-04-15,52.0,Male,Primary,Married,11.0,6.0,31.0,Punjab,Amritsar,1.67,Owned,Alluvial,77.2,,Rice,Sugarcane,757.9,21.6,44.2,,,,Medium,21.2,Semi-Arid,3.86,,,,197500.5,27105.0,,176862.0,2.0,355301.0,92506.0,11926.0,0.0,465.0,0.0,0.0,,68.1,0.123,68439.0,Cold Storage,14.19,12.0,6150.96,50.1,62.7,19.0,64.9,27.0,54.3,57.9,48.1,Approved with Conditions,2025,4,15
AGR103727,2024-06-22,57.0,Male,Illiterate,Married,6.0,2.0,40.0,Bihar,Gaya,10.34,Owned,Alluvial,69.6,,Maize,Pulses,1130.3,26.3,52.2,,,,Low,50.7,Semi-Arid,4.2,,,,591831.0,282324.0,,177989.0,3.0,1273773.0,130972.0,128746.0,45985.0,478.0,1.0,37628.0,,81.8,0.104,386307.0,Farm Expansion,14.14,12.0,2783.61,56.0,62.2,36.4,65.7,35.1,60.2,66.1,45.4,Approved,2024,6,22
AGR115193,2022-02-25,58.0,Male,Primary,Unknown,12.0,6.0,37.0,Madhya Pradesh,Jabalpur,6.13,Leased,Black,72.8,,Soybean,Gram,1079.4,23.2,47.3,,,,Medium,16.8,Semi-Arid,2.58,,,,274338.0,125335.0,Unknown,129829.0,0.0,528393.0,149430.0,32943.0,11569.0,476.0,0.0,0.0,,74.6,0.054,38767.0,Fertilizer,13.55,84.0,716.89,53.5,38.3,7.9,62.9,66.6,43.6,58.6,45.3,Approved,2022,2,25
AGR104396,2025-10-18,42.0,Female,Secondary,Single,6.0,3.0,22.0,Uttar Pradesh,Varanasi,8.62,Leased,Alluvial,84.1,,Wheat,Unknown,598.9,22.9,32.2,,,,Medium,54.4,Arid,3.43,,,,348260.0,181090.0,,6570.7,3.0,1221360.0,339841.0,9300.0,422.0,431.0,0.0,0.0,,73.5,0.098,91992.0,Livestock,14.86,48.0,2553.46,31.4,38.2,50.9,57.1,70.7,56.9,73.1,48.4,Approved with Conditions,2025,10,18
AGR103444,2024-05-10,38.0,Male,Higher Secondary,Married,4.0,2.0,21.0,Assam,Jorhat,0.56,Owned,Loamy,56.3,,Rice,Unknown,2815.0,23.2,65.4,,,,Unknown,36.0,Humid Sub-Tropical,4.65,Unknown,,,50000.0,26292.0,,143281.0,1.0,172841.0,77924.0,6445.0,4996.0,374.0,1.0,51685.0,,54.9,1.19,28887.0,Equipment,16.0,6.0,5041.62,41.3,60.4,43.7,50.9,0.0,55.1,82.9,29.7,Rejected,2024,5,10
AGR105018,2023-05-13,53.0,Male,Graduate,Married,7.0,3.0,38.0,Tamil Nadu,Unknown,2.94,Owned,Red,66.0,,Rice,Millets,992.9,30.3,31.1,,,,Low,64.9,Semi-Arid,2.87,,Unknown,,98634.0,13133.0,,132343.0,5.0,435137.0,139445.0,20007.0,1958.0,478.0,1.0,25170.0,,89.4,0.397,64077.0,Fertilizer,14.43,36.0,687.71,55.2,45.4,70.6,61.9,64.0,50.9,72.9,41.2,Approved with Conditions,2023,5,13
AGR100711,2022-04-19,45.0,Male,Primary,Married,8.0,4.0,10.0,Telangana,Hyderabad,10.82,Leased,Unknown,60.3,,Cotton,Maize,1067.7,27.1,38.1,,,Unknown,Low,14.2,Unknown,4.5,,,,1179380.0,809101.0,,6640.0,3.0,1817870.0,83149.0,262953.0,56967.0,538.0,0.0,0.0,,93.8,0.007,64077.0,Cold Storage,13.41,36.0,37911.07,69.7,57.3,3.8,76.8,54.2,50.9,48.4,55.3,Approved,2022,4,19
AGR105300,2023-07-20,28.0,Female,Higher Secondary,Married,4.0,2.0,13.0,Tamil Nadu,Tiruchirappalli,1.94,Owned,Red,37.6,,Unknown,Groundnut,1176.6,32.3,41.3,Unknown,,,High,28.4,Semi-Arid,2.97,,,,104909.0,63850.0,,167230.0,3.0,291779.0,16738.0,16361.0,587.0,403.0,1.0,231954.0,,80.4,2.227,111780.0,Cold Storage,14.93,36.0,2655.42,42.2,52.3,27.9,30.5,38.0,53.4,90.8,26.4,Rejected,2023,7,20
AGR110693,2025-05-22,53.0,Male,Higher Secondary,Married,8.0,4.0,32.0,Bihar,Patna,2.19,Leased,Clay Loam,64.3,,Rice,Jute,1198.1,22.5,28.6,,,,Medium,47.9,Semi-Arid,3.21,,,,88867.0,63648.0,,176714.0,5.0,445317.0,130173.0,2872.0,0.0,300.0,0.0,0.0,,46.3,0.146,28188.0,Irrigation,16.0,24.0,1380.19,42.9,38.4,45.6,48.4,53.2,46.8,95.0,14.0,Rejected,2025,5,22
AGR114509,2024-10-10,46.0,Male,Secondary,Married,7.0,3.0,29.0,Jharkhand,Jamshedpur,2.33,Leased,Laterite,53.1,,Rice,Pulses,1444.4,26.3,47.7,,,,High,58.7,Semi-Arid,3.03,,,,85231.0,18416.0,,132343.0,2.0,666133.0,198881.0,10390.0,5721.0,413.0,1.0,55918.0,,82.6,0.889,20000.0,Seeds,13.15,6.0,3462.3,39.9,35.3,58.4,52.0,44.0,52.1,65.6,39.7,Approved with Conditions,2024,10,10
AGR112114,2025-04-19,75.0,Male,Graduate,Married,4.0,2.0,55.0,Kerala,Kollam,7.76,Owned,Alluvial,72.2,,Unknown,Spices,3154.5,25.3,55.4,,,,High,24.4,Humid Sub-Tropical,5.62,,,,197500.5,377163.0,,22613.0,2.0,921274.0,154240.0,251082.0,115177.0,554.0,1.0,148160.0,,93.3,0.151,536893.0,Greenhouse,12.41,36.0,17938.41,55.1,82.6,24.3,69.8,62.9,48.9,52.3,55.3,Approved,2025,4,19
AGR100568,2024-12-20,25.0,Female,Higher Secondary,Married,4.0,3.0,10.0,Rajasthan,Jodhpur,1.71,Owned,Arid,14.9,,Bajra,Guar,313.7,27.3,31.9,,,,Low,48.3,Arid,1.24,,,Unknown,50000.0,29104.0,,105740.0,4.0,301299.0,69109.0,3611.0,1210.0,300.0,1.0,39198.0,,39.5,0.922,25124.0,Storage,16.0,12.0,2279.49,44.0,13.6,57.4,59.8,35.4,41.4,100.0,7.5,Rejected,2024,12,20
AGR102664,2023-11-23,42.0,Male,Higher Secondary,Married,10.0,5.0,23.0,Maharashtra,Aurangabad,5.17,Owned,Black,74.8,,Cotton,Jowar,1491.6,28.9,45.5,Unknown,,,Medium,45.7,Semi-Arid,4.83,,Unknown,Unknown,548239.0,312083.0,,110888.0,2.0,704981.0,222123.0,23160.0,28326.0,484.0,0.0,0.0,,69.6,0.041,227396.0,Farm Expansion,13.07,6.0,39357.15,49.1,79.1,46.0,63.0,32.8,50.9,64.4,33.7,Rejected,2023,11,23
AGR104308,2024-03-15,41.0,Male,Higher Secondary,Widowed,6.0,1.0,27.0,Jharkhand,Bokaro,24.27,Owned,Laterite,49.8,,Rice,Wheat,1544.1,24.5,51.4,,,,Medium,52.4,Humid Sub-Tropical,3.78,,,,1070652.0,592250.0,,252216.0,3.0,4101857.0,1669681.0,33611.0,3010.0,484.0,1.0,232377.0,,67.4,0.373,387812.0,Unknown,13.84,36.0,10566.41,50.6,56.9,49.6,53.8,68.4,58.6,65.6,47.7,Approved,2024,3,15
AGR110578,2021-06-10,31.0,Female,Graduate,Married,9.0,3.0,13.0,Bihar,Muzaffarpur,2.26,Owned,Unknown,65.0,,Maize,Pulses,913.5,26.6,39.2,Unknown,,,Low,36.1,Semi-Arid,3.32,,,,60857.0,85000.0,,17223.0,4.0,281881.0,59353.0,4947.0,3143.0,425.0,1.0,56042.0,,88.5,1.018,20000.0,Fertilizer,14.15,12.0,1797.2,45.6,57.6,9.1,48.4,49.7,50.3,78.0,33.8,Rejected,2021,6,10
AGR111578,2024-12-07,40.0,Female,Graduate,Married,3.0,1.0,24.0,Telangana,Warangal,20.7,Leased,Red,59.5,,Rice,Unknown,880.6,28.2,44.0,,,,Low,7.3,Semi-Arid,4.09,,,,994004.0,408323.0,,104638.0,3.0,1709315.0,363267.0,218536.0,67166.0,546.0,0.0,0.0,,96.4,0.037,146681.0,Seeds,12.11,36.0,4879.33,78.5,55.7,7.3,69.3,79.6,54.3,42.6,55.8,Approved,2024,12,7
AGR109215,2025-07-21,40.0,Female,Higher Secondary,Married,6.0,2.0,24.0,Unknown,Vijayawada,2.61,Shared,Alluvial,68.2,,Rice,Sugarcane,1280.8,28.1,54.1,,,,Medium,48.2,Semi-Arid,4.79,,,Unknown,223437.0,117157.0,,117253.0,3.0,449204.0,82023.0,38525.0,20392.0,480.0,0.0,0.0,,77.7,0.037,23583.0,Fertilizer,13.92,60.0,547.75,51.1,66.5,48.8,62.6,79.3,46.1,62.7,39.4,Approved with Conditions,2025,7,21
AGR116457,2025-05-04,53.0,Male,Illiterate,Married,10.0,3.0,38.0,Chhattisgarh,Durg,18.59,Leased,Clay,58.7,,Maize,Groundnut,1324.9,31.0,44.7,,,,Low,10.3,Semi-Arid,3.46,,,,590956.0,330793.0,Unknown,202440.0,1.0,1235917.0,216075.0,57033.0,10274.0,556.0,0.0,0.0,,88.6,0.037,86372.0,Unknown,12.21,12.0,7682.59,48.6,56.9,5.3,76.5,61.05,52.2,51.5,45.5,Approved,2025,5,4
AGR103268,2022-05-20,53.0,Male,Illiterate,Single,6.0,3.0,33.0,Jharkhand,Jamshedpur,3.97,Owned,Red,56.5,,Rice,Pulses,1623.9,26.6,55.9,,,,Medium,48.6,Humid Sub-Tropical,4.05,,,,252237.0,144230.0,,24594.0,2.0,426446.0,205686.0,28696.0,8747.0,553.0,0.0,0.0,,89.0,0.082,148666.0,Cold Storage,13.51,24.0,7103.27,50.5,60.5,42.8,71.0,57.2,55.5,63.8,40.5,Approved with Conditions,2022,5,20
AGR100640,2023-09-16,52.0,Unknown,Higher Secondary,Unknown,6.0,3.0,37.0,Andhra Pradesh,Kurnool,5.18,Owned,Alluvial,65.0,,Rice,Sugarcane,618.3,24.7,32.9,,,,Medium,26.7,Arid,3.68,,Unknown,,341055.0,189357.0,,90047.0,4.0,804211.0,252261.0,23160.0,25731.0,587.0,2.0,99063.0,,76.8,0.364,40825.0,Seeds,10.42,12.0,3597.09,74.1,57.8,17.0,61.7,72.2,49.9,46.6,51.6,Approved,2023,9,16
AGR118232,2021-05-23,48.0,Male,Secondary,Married,7.0,2.0,33.0,Odisha,Rourkela,3.46,Owned,Laterite,44.3,,Unknown,Maize,1689.1,22.7,44.2,,,,Low,33.6,Humid Sub-Tropical,3.39,,Unknown,,142378.0,96177.0,,125912.0,1.0,511975.0,40297.0,4645.0,0.0,493.0,1.0,20000.0,,76.8,0.169,84195.0,Storage,14.96,12.0,7597.57,53.9,41.6,36.5,60.0,44.8,40.3,65.6,41.0,Approved with Conditions,2021,5,23
AGR100229,2025-07-07,42.0,Male,Graduate,Unknown,3.0,1.0,26.0,Haryana,Panipat,8.56,Shared,Alluvial,89.5,,Wheat,Rice,383.7,29.1,29.8,,,,Unknown,28.2,Arid,4.05,Unknown,,,399168.0,228815.0,,94689.0,7.0,556061.5,130972.0,54438.0,15297.0,480.0,2.0,30665.0,,69.5,0.156,56991.0,Fertilizer,12.56,36.0,1283.96,62.1,64.4,21.0,59.5,69.5,50.9,68.1,38.0,Approved with Conditions,2025,7,7
AGR109507,2022-08-16,50.0,Female,Illiterate,Married,3.0,2.0,30.0,Uttar Pradesh,Meerut,6.69,Leased,Clay,59.0,,Rice,Mustard,1263.6,31.3,44.3,,,,Medium,23.3,Semi-Arid,3.61,,,,236319.0,87816.0,,125120.0,3.0,522653.0,149168.0,56418.0,18177.0,416.0,2.0,134040.0,,67.7,0.63,36378.0,Fertilizer,14.19,60.0,849.97,42.5,51.2,17.4,43.2,73.6,49.2,68.0,34.1,Rejected,2022,8,16
AGR102845,2021-10-15,36.0,Male,Primary,Married,7.0,3.0,17.0,Tamil Nadu,Coimbatore,3.85,Leased,Red,54.5,,Unknown,Groundnut,1002.5,26.3,45.5,,,,Medium,27.4,Semi-Arid,3.91,,,,197500.5,114481.0,,59709.0,3.0,556061.5,137705.0,23160.0,22536.0,344.0,2.0,30665.0,Unknown,67.0,3.474,101161.0,Farm Expansion,16.0,12.0,9178.41,46.3,55.0,20.2,7.4,9.7,50.0,100.0,25.5,Rejected,2021,10,15
AGR119767,2025-04-11,41.0,Male,Primary,Married,7.0,4.0,20.0,Rajasthan,Jaipur,2.03,Leased,Sandy,41.2,,Bajra,Pulses,246.8,26.5,27.1,,,,Medium,48.5,Arid,3.07,,,,197500.5,27702.0,,106608.0,5.0,314280.0,111852.0,5619.0,3829.0,390.0,0.0,0.0,,73.8,0.165,20000.0,Seeds,14.98,12.0,1804.94,42.9,46.1,51.9,63.3,51.6,49.9,67.2,32.2,Rejected,2025,4,11
AGR118060,2023-11-13,50.0,Male,Primary,Married,10.0,5.0,32.0,Andhra Pradesh,Visakhapatnam,45.1,Leased,Red,58.8,,Rice,Cotton,1214.4,29.1,44.6,,,,High,32.1,Semi-Arid,3.59,,,,2327552.0,981614.0,,1021040.0,3.0,8508566.0,2895990.0,470439.0,80838.0,464.0,1.0,58728.0,,85.3,0.15,1246626.0,Equipment,12.59,36.0,41760.52,71.1,60.2,23.0,62.9,67.2,50.9,65.6,44.7,Approved,2023,11,13
AGR105589,2023-08-14,52.0,Male,Graduate,Married,3.0,1.0,34.0,Kerala,Kochi,1.14,Mixed,Laterite,44.6,,Coconut,Cashew,2728.6,27.0,70.9,,,,Low,30.1,Humid Sub-Tropical,4.16,,,,82911.0,67213.0,,49253.0,7.0,206377.0,83691.0,9290.0,4828.0,300.0,0.0,0.0,,40.1,0.101,35178.0,Farm Expansion,16.0,36.0,1236.76,58.7,63.5,44.7,25.7,52.9,51.6,87.9,17.7,Rejected,2023,8,14
AGR107711,2022-05-28,45.0,Male,Secondary,Married,5.0,2.0,41.0,Odisha,Puri,14.18,Mixed,Unknown,53.1,,Rice,Pulses,1708.2,28.8,54.7,Unknown,,Unknown,Medium,52.7,Humid Sub-Tropical,3.47,,,,487441.0,247372.0,,644513.0,6.0,2459716.0,1005679.0,30941.0,15422.0,450.0,0.0,0.0,,75.2,0.206,290744.0,Equipment,14.7,24.0,14055.81,42.0,55.3,51.3,62.3,53.3,54.3,72.8,38.5,Approved with Conditions,2022,5,28
AGR111075,2025-04-01,58.0,Male,Unknown,Divorced,5.0,3.0,37.0,Madhya Pradesh,Indore,7.16,Leased,Black,58.7,,Soybean,Cotton,1466.1,26.3,29.5,,,,Medium,46.3,Semi-Arid,3.88,,,,320198.0,165637.0,,114310.0,2.0,895728.0,78180.0,21617.0,478.0,565.0,0.0,0.0,,91.4,0.024,101921.0,Storage,13.54,12.0,9129.3,48.6,56.9,49.7,71.7,57.0,49.4,60.2,52.2,Approved,2025,4,1
AGR101535,2025-04-25,37.0,Male,Primary,Married,4.0,2.0,20.0,Maharashtra,Pune,0.97,Leased,Red,57.6,,Cotton,Onion,1214.7,26.0,37.1,,,,Low,29.4,Semi-Arid,3.6,,,,64885.0,59852.0,,12429.0,2.0,90479.0,26277.0,9248.0,7551.0,516.0,0.0,0.0,,63.4,0.04,281124.0,Farm Expansion,12.11,24.0,2207.96,43.4,38.0,37.0,67.4,61.0,54.5,63.6,39.0,Approved with Conditions,2025,4,25
AGR103960,2023-12-08,21.0,Male,Secondary,Married,8.0,3.0,5.0,Madhya Pradesh,Indore,12.76,Owned,Black,72.2,,Soybean,Maize,1358.7,26.1,43.2,,,,Medium,52.9,Semi-Arid,3.54,,,,541209.0,312948.0,Unknown,4929.0,4.0,1139074.0,129916.0,125897.0,50956.0,482.0,1.0,233743.0,,69.6,0.456,265447.0,Equipment,12.13,60.0,5921.87,39.7,65.8,51.6,59.8,72.9,60.4,69.4,37.1,Approved with Conditions,2023,12,8
AGR101830,2025-05-05,29.0,Female,Higher Secondary,Unknown,3.0,1.0,27.0,Unknown,Pune,16.91,Leased,Red,45.8,,Cotton,Jowar,821.0,26.4,42.6,,,,Medium,23.3,Semi-Arid,3.06,,,,1174510.0,791204.0,,71626.0,1.0,2409144.0,1039975.0,79135.0,15364.0,517.0,0.0,0.0,,68.6,0.089,705575.0,Cold Storage,13.66,36.0,23998.36,66.4,50.8,19.1,68.2,63.4,58.7,52.3,51.2,Approved,2025,5,5
AGR119670,2025-05-24,52.0,Male,Primary,Married,2.0,1.0,37.0,Uttar Pradesh,Gorakhpur,4.06,Leased,Alluvial,83.2,,Rice,Mustard,953.8,23.5,40.3,,,,Medium,22.7,Semi-Arid,3.14,,,,197500.5,64847.0,,132343.0,2.0,393044.0,25482.0,10128.0,648.0,338.0,1.0,223906.0,,73.3,1.834,21932.0,Fertilizer,13.96,24.0,1052.54,44.9,52.9,18.2,34.5,49.4,56.2,81.9,31.5,Rejected,2025,5,24
AGR114489,2021-10-27,44.0,Female,Secondary,Married,8.0,3.0,29.0,Haryana,Hisar,7.65,Shared,Alluvial,57.9,,Wheat,Bajra,487.0,27.7,29.3,,,,Medium,23.7,Arid,2.67,,,,197500.5,122363.0,,114674.0,3.0,556061.5,387075.0,27029.0,0.0,406.0,2.0,166661.0,,71.6,1.121,280747.0,Processing Unit,14.25,24.0,13512.68,37.5,27.8,9.3,49.2,12.9,50.9,83.7,28.7,Rejected,2021,10,27
AGR103750,2024-10-20,64.0,Male,Primary,Married,8.0,4.0,49.0,Haryana,Rohtak,3.89,Owned,Sandy Loam,64.9,,Wheat,Sugarcane,560.8,23.7,46.7,,,,Medium,42.3,Arid,3.6,,,,121150.0,97764.0,,516947.0,5.0,720752.0,238303.0,27410.0,0.0,300.0,1.0,20000.0,,39.7,0.362,134981.0,Farm Expansion,16.0,36.0,2783.61,29.5,36.6,37.2,41.8,38.6,59.0,91.7,8.8,Rejected,2024,10,20
AGR112790,2021-01-22,53.0,Female,Secondary,Married,8.0,4.0,36.0,Telangana,Warangal,8.64,Leased,Black,75.9,,Unknown,Turmeric,789.6,34.4,30.0,,,,Low,43.0,Semi-Arid,3.08,,,,299859.0,199803.0,,86319.0,2.0,1364674.0,100251.0,23160.0,19544.0,500.0,0.0,30665.0,,70.3,0.033,51077.0,Fertilizer,11.75,24.0,2398.43,42.3,57.8,43.8,56.1,67.2,44.7,66.0,42.5,Approved with Conditions,2021,1,22
AGR101550,2023-10-15,34.0,Male,Primary,Married,6.0,2.0,16.0,Uttar Pradesh,Lucknow,4.74,Owned,Alluvial,64.9,,Wheat,Pulses,769.6,26.4,44.6,,,,Medium,22.7,Semi-Arid,3.67,,,,147197.0,116395.0,,8763.85,1.0,397144.0,88430.0,13154.0,13612.0,411.0,0.0,0.0,,68.5,0.06,20000.0,Fertilizer,16.0,24.0,979.26,57.4,73.4,14.4,64.9,65.8,52.0,53.8,30.0,Rejected,2023,10,15
AGR117566,2021-11-23,40.0,Male,Secondary,Single,6.0,2.0,19.0,Bihar,Gaya,2.14,Mixed,Alluvial,72.8,,Rice,Wheat,1228.6,25.5,46.1,,,,Low,46.0,Semi-Arid,3.95,,,,80191.0,20293.0,,161388.0,3.0,403695.0,197662.0,5859.0,2775.0,369.0,1.0,169842.0,Unknown,68.8,2.364,60708.0,Unknown,15.01,36.0,2104.69,58.3,72.7,45.8,20.1,36.9,62.4,91.4,32.7,Rejected,2021,11,23
AGR103983,2023-11-17,51.0,Male,Post Graduate,Single,9.0,5.0,31.0,Bihar,Patna,3.47,Owned,Alluvial,71.4,,Maize,Pulses,1081.3,22.1,32.9,,,,Medium,18.2,Semi-Arid,3.73,,,,138899.0,66010.0,,132343.0,2.0,362379.0,137205.0,22647.0,0.0,449.0,2.0,81424.0,,73.6,0.685,66931.0,Equipment,12.87,60.0,1518.3,62.5,59.1,19.1,53.9,59.9,48.6,65.6,30.3,Rejected,2023,11,17
AGR115531,2024-05-25,22.0,Male,Higher Secondary,Married,10.0,4.0,4.0,Jharkhand,Unknown,26.04,Owned,Red,60.3,,Rice,Wheat,1315.7,22.9,55.9,,,,Low,9.4,Semi-Arid,2.5,,,,1178989.0,557732.0,,1061150.0,6.0,4120391.0,1406458.0,75977.0,37060.0,577.0,0.0,0.0,,87.3,0.119,389119.0,Storage,11.79,36.0,12884.63,59.5,42.1,0.2,58.3,84.0,51.3,46.2,59.0,Approved,2024,5,25
AGR103535,2022-11-17,33.0,Male,Illiterate,Married,5.0,3.0,16.0,West Bengal,Howrah,0.61,Owned,Alluvial,81.3,,Unknown,Wheat,1691.0,28.1,47.4,,,,High,66.1,Humid Sub-Tropical,4.29,,,,50000.0,29850.0,,65573.0,5.0,94165.0,17811.0,6664.0,0.0,457.0,0.0,0.0,,76.8,0.036,48631.0,Cold Storage,15.54,120.0,800.73,52.2,66.8,60.1,68.8,71.2,49.3,65.3,39.9,Approved with Conditions,2022,11,17
AGR103340,2024-06-17,39.0,Male,Secondary,Married,5.0,3.0,23.0,Rajasthan,Jaipur,5.13,Leased,Unknown,37.0,,Bajra,Guar,2248.8,28.1,36.0,,,,Medium,49.4,Arid,1.94,,,,83980.0,42756.0,,132343.0,0.0,820151.0,130972.0,8084.0,4641.0,462.0,1.0,0.0,,84.8,0.097,64077.0,Seeds,14.67,60.0,472.3,44.8,23.0,36.4,73.2,73.4,44.8,62.1,38.6,Approved with Conditions,2024,6,17
AGR109542,2025-09-13,34.0,Female,Secondary,Married,8.0,3.0,18.0,Maharashtra,Pune,1.37,Owned,Red,64.5,,Cotton,Onion,945.1,27.7,47.8,,,,Low,37.4,Semi-Arid,2.97,,,,64268.0,34156.0,,61697.0,7.0,176962.0,70321.0,6310.0,11133.0,478.0,0.0,0.0,,89.1,0.109,41701.0,Farm Expansion,13.8,36.0,1421.17,53.0,48.0,47.6,61.4,61.1,51.7,67.1,51.4,Approved,2025,9,13
AGR105427,2021-11-12,38.0,Male,Graduate,Single,4.0,1.0,17.0,West Bengal,Howrah,3.35,Leased,Alluvial,74.0,,Jute,Vegetables,1474.1,21.9,35.0,,,,Medium,46.8,Semi-Arid,4.01,,,,126467.0,55241.0,,32292.0,4.0,439035.0,75412.0,23724.0,5515.0,487.0,0.0,0.0,,82.0,0.06,76243.0,Storage,12.42,48.0,2783.61,36.7,56.9,57.8,63.1,70.4,41.9,62.9,44.2,Approved,2021,11,12
AGR100533,2024-01-14,34.0,Male,Secondary,Divorced,9.0,3.0,13.0,Kerala,Thiruvananthapuram,15.48,Owned,Laterite,53.8,,Rubber,Spices,2845.4,29.1,54.7,,,Unknown,Medium,12.3,Humid Sub-Tropical,3.51,,,,878697.0,486738.0,,210353.0,4.0,1323060.0,293647.0,23160.0,47653.0,300.0,0.0,0.0,,76.8,0.033,88126.0,Seeds,15.38,12.0,7969.96,47.6,48.4,11.6,40.3,65.6,59.6,65.6,8.3,Rejected,2024,1,14
AGR112833,2025-10-02,45.0,Unknown,Higher Secondary,Married,6.0,2.0,25.0,Uttar Pradesh,Kanpur,14.45,Unknown,Alluvial,85.1,,Wheat,Mustard,1396.4,26.0,44.9,,,,Medium,46.4,Semi-Arid,4.02,,,,801034.0,463715.0,,831089.0,2.0,2897744.0,795052.0,23160.0,7519.0,481.0,1.0,133532.0,,72.3,0.266,63474.0,Fertilizer,14.07,24.0,3049.72,68.4,68.0,45.8,60.9,61.05,50.4,59.7,39.4,Approved with Conditions,2025,10,2
AGR104338,2025-05-22,62.0,Male,Primary,Married,2.0,1.0,46.0,Karnataka,Hubballi,5.4,Mixed,Red,38.1,,Coffee,Maize,789.5,27.7,46.2,,,,Medium,41.2,Semi-Arid,3.47,,,,399117.0,187203.0,,168152.0,6.0,633997.0,174680.0,68768.0,51911.0,319.0,0.0,0.0,,40.4,0.044,31008.0,Seeds,15.37,48.0,868.83,52.1,46.8,38.8,36.5,66.5,55.7,84.1,16.3,Rejected,2025,5,22
AGR100587,2024-09-20,43.0,Female,Illiterate,Married,8.0,3.0,28.0,Rajasthan,Jaipur,12.17,Mixed,Sandy,34.5,,Bajra,Guar,630.9,34.0,41.2,,,,Low,39.4,Arid,2.33,,,,239833.0,140377.0,,183305.0,1.0,1753212.0,221899.0,27369.0,8131.0,362.0,1.0,640841.0,,60.7,2.765,232658.0,Greenhouse,14.56,120.0,3690.54,55.1,31.2,56.8,25.9,27.7,65.8,100.0,22.6,Rejected,2024,9,20
AGR115700,2022-07-03,57.0,Male,Graduate,Married,5.0,2.0,40.0,Chhattisgarh,Bastar,12.99,Shared,Red,50.2,,Maize,Pulses,1195.8,26.3,42.3,,,,Medium,57.1,Semi-Arid,3.77,,,,424113.0,197551.0,,150440.0,4.0,2181405.0,381948.0,63852.0,17545.0,471.0,1.0,30665.0,,90.8,0.299,378998.0,Greenhouse,14.41,6.0,65848.44,49.6,52.5,48.5,61.7,0.0,38.1,81.5,43.7,Approved with Conditions,2022,7,3
AGR117041,2025-06-07,55.0,Male,Secondary,Married,3.0,1.0,36.0,West Bengal,Asansol,0.76,Owned,Alluvial,60.6,,Rice,Vegetables,1091.9,26.0,51.1,,,,Medium,17.9,Semi-Arid,3.07,,,,50000.0,33800.0,,132343.0,3.0,400906.0,165904.0,6452.0,9408.0,536.0,0.0,0.0,,91.0,0.332,64077.0,Irrigation,11.71,24.0,938.74,50.8,50.3,13.0,60.5,68.9,54.6,53.1,49.2,Approved,2025,6,7
AGR113453,2021-05-01,75.0,Male,Secondary,Married,5.0,3.0,55.0,Karnataka,Belagavi,18.58,Leased,Laterite,45.2,,Coffee,Sugarcane,1024.7,27.3,37.3,,,,Medium,46.6,Semi-Arid,3.55,,,,1430899.0,851200.0,,53766.0,2.0,2249747.0,576408.0,297842.0,34881.0,522.0,0.0,0.0,,86.5,0.04,531889.0,Irrigation,14.17,12.0,47799.31,71.1,51.4,51.4,63.3,61.05,41.9,61.8,61.2,Approved,2021,5,1
